"Program","Year","Period","Week Ending","State","State ANSI","Fruit","ORGANIC","Organic detail","Category","Chemical","Amount","Value","CV (%)"
"SURVEY",2022,"WEEK #23",2022-06-12,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,2,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,18,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,10,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,80,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,10,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,20,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,80,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #23",2022-06-12,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,25,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,5,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,70,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,75,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,25,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,75,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,5,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,20,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,40,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,52,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,8,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,40,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,60,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,35,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,6,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,59,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #24",2022-06-19,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,35,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,65,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,75,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,25,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,75,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,2,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,23,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,2,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,11,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,86,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,1,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,30,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,70,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #25",2022-06-26,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,30,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,70,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,70,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,30,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,30,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,70,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,2,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,12,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,86,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,100,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,2,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,1,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,97,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"WEEK #26",2022-07-03,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2022,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES",NA,NA,"ACRES HARVESTED","NOT SPECIFIED",NA,43500,NA
"SURVEY",2022,"YEAR",NA,"CALIFORNIA","06","STRAWBERRIES",NA,NA,"YIELD, MEASURED IN CWT / ACRE","NOT SPECIFIED",NA,590,NA
"SURVEY",2022,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"ACRES HARVESTED","NOT SPECIFIED",NA,12800,NA
"SURVEY",2022,"YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"YIELD, MEASURED IN CWT / ACRE","NOT SPECIFIED",NA,220,NA
"SURVEY",2021,"MARKETING YEAR",NA,"CALIFORNIA","06","STRAWBERRIES",NA,NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,125,NA
"SURVEY",2021,"MARKETING YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","FRESH MARKET",NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,NA,NA
"SURVEY",2021,"MARKETING YEAR",NA,"CALIFORNIA","06","STRAWBERRIES","PROCESSING",NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,NA,NA
"SURVEY",2021,"MARKETING YEAR",NA,"FLORIDA","12","STRAWBERRIES",NA,NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,160,NA
"SURVEY",2021,"MARKETING YEAR",NA,"FLORIDA","12","STRAWBERRIES","FRESH MARKET",NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,NA,NA
"SURVEY",2021,"MARKETING YEAR",NA,"FLORIDA","12","STRAWBERRIES","PROCESSING",NA,"PRICE RECEIVED, MEASURED IN $ / CWT","NOT SPECIFIED",NA,NA,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"CONNECTICUT","09","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MAINE","23","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"MASSACHUSETTS","25","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,26,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,18,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,56,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"NEW HAMPSHIRE","33","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT GOOD","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"RHODE ISLAND","44","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT VERY POOR","NOT SPECIFIED",NA,0,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT EXCELLENT","NOT SPECIFIED",NA,50,NA
"SURVEY",2021,"WEEK #22",2021-06-06,"VERMONT","50","STRAWBERRIES",NA,NA,"CONDITION, MEASURED IN PCT FAIR","NOT SPECIFIED",NA,0,NA
